timestamp,batch_idx,original_loss,auxiliary_loss,normalized_auxiliary_loss,total_loss,normalization_factor,auxiliary_weight,ema_original,ema_auxiliary
2025-07-18T12:58:30.613916,17,1.416642189025879,4.524579048156738,0.8250683546066284,2.241710662841797,0.1823525139553141,1.0,0.7813535679032666,4.2848521752281075
2025-07-18T12:59:21.467478,19,1.1696593761444092,4.7515130043029785,0.8698090314865112,2.039468288421631,0.18305937420582283,1.0,0.785236625985678,4.289518783518856
2025-07-18T12:59:49.326143,20,7.625448226928711,4.516698837280273,0.8983730673789978,8.523820877075195,0.19890037113583284,1.0,0.8536387419951085,4.2917905840564705
2025-07-18T13:00:13.179194,21,0.5823951959609985,4.636000156402588,0.9184355735778809,1.5008307695388794,0.19810947811033838,1.0,0.8509263065347673,4.295232679779932
2025-07-18T13:00:41.695701,22,0.48535439372062683,4.842385768890381,0.953985869884491,1.4393402338027954,0.19700740714375997,1.0,0.8472705874066259,4.300704210671037
2025-07-18T13:01:08.825184,23,0.759023904800415,4.607513427734375,0.9061224460601807,1.6651463508605957,0.19666191867425148,1.0,0.8463881205805638,4.30377230284167
2025-07-18T13:01:34.053433,24,0.6333504319190979,4.46251916885376,0.8750758767127991,1.508426308631897,0.19609458594409407,1.0,0.8442577436939491,4.3053597715017915
2025-07-18T13:02:02.002308,25,0.804514467716217,4.600939750671387,0.9011759757995605,1.7056903839111328,0.19586780378813834,1.0,0.8438603109341718,4.308315571293487
2025-07-18T13:02:26.272858,26,0.8922461867332458,4.515630722045898,0.8845481872558594,1.77679443359375,0.19588585207336606,1.0,0.8443441696921625,4.310388722801011
2025-07-18T13:03:08.270435,28,0.7750519514083862,4.654160499572754,0.910210132598877,1.6852620840072632,0.1955691210985317,1.0,0.8436512475093247,4.313826440568728
2025-07-18T13:04:00.956155,30,0.5455026030540466,5.305968761444092,1.0316437482833862,1.577146291732788,0.19443080068642235,1.0,0.840669761064772,4.3237478637774815
2025-07-18T13:05:05.837546,1,1.5088402032852173,4.606398105621338,0.9021544456481934,2.410994529724121,0.19584812181872127,1.0,0.8473514654869765,4.32657436619592
2025-07-18T13:05:23.997882,2,0.5901681780815125,4.5859150886535645,0.894880473613739,1.4850486516952515,0.19513672716686845,1.0,0.8447796326129219,4.329167773420496
2025-07-18T13:06:07.692594,4,0.7743127346038818,4.54272985458374,0.885277271270752,1.6595900058746338,0.19487781964387063,1.0,0.8440749636328315,4.331303394232128
2025-07-18T13:06:33.938019,5,0.6873844265937805,4.507256507873535,0.8763777613639832,1.5637621879577637,0.19443706930390633,1.0,0.842508058262441,4.333062925368542
2025-07-18T13:06:58.757550,6,0.6618403792381287,4.7515130043029785,0.9209997057914734,1.582840085029602,0.19383293064251053,1.0,0.840701381472198,4.3372474261578855
2025-07-18T13:07:19.763021,7,0.8329838514328003,5.205105781555176,1.0068137645721436,1.8397976160049438,0.19342809849016682,1.0,0.840624206171804,4.345926009711858
2025-07-18T13:07:39.203568,8,1.6727561950683594,4.540860176086426,0.8866268396377563,2.559382915496826,0.1952552581434109,1.0,0.8489455260607696,4.347875351375604
2025-07-18T13:08:05.723026,9,1.2526079416275024,4.70741605758667,0.9227551221847534,2.175363063812256,0.19602157422343858,1.0,0.8529821502164369,4.351470758437715
2025-07-18T13:08:33.152573,10,1.858507752418518,4.602521896362305,0.9123026132583618,2.77081036567688,0.19821798734852142,1.0,0.8630374062384576,4.353981269816962
2025-07-18T13:09:04.259677,11,0.49068212509155273,4.544086456298828,0.896442174911499,1.3871243000030518,0.1972766452337138,1.0,0.8593138534269886,4.35588232168178
2025-07-18T13:09:29.847392,12,0.8062864542007446,4.807530403137207,0.9468464255332947,1.7531328201293945,0.19695069565049061,1.0,0.8587835794347262,4.360398802496334
2025-07-18T13:10:01.404862,13,1.3717008829116821,4.45600700378418,0.882661759853363,2.2543625831604004,0.19808357112995562,1.0,0.8639127524694957,4.361354884509213
2025-07-18T13:10:27.899091,14,1.1833226680755615,4.591826438903809,0.912446141242981,2.095768928527832,0.19871092823736386,1.0,0.8671068516255563,4.3636596000531584
2025-07-18T13:10:53.043479,15,0.8181219100952148,4.705402851104736,0.9337555170059204,1.7518774271011353,0.19844325936176047,1.0,0.866617002210253,4.367077032563674
2025-07-18T13:11:21.026916,16,1.0428011417388916,4.686578750610352,0.9312294125556946,1.9740304946899414,0.1987013237927295,1.0,0.8683788436055393,4.37027204974414
2025-07-18T13:12:03.205958,18,1.6146742105484009,4.54074764251709,0.9096517562866211,2.5243258476257324,0.20033084213425129,1.0,0.8758417972749679,4.37197680567187
2025-07-18T13:12:26.734732,19,0.7334201335906982,6.022274494171143,1.1999560594558716,1.9333761930465698,0.19925295819322045,1.0,0.8744175806381252,4.388479782556862
2025-07-18T13:12:51.891165,20,1.2926013469696045,4.640007972717285,0.9284246563911438,2.2210259437561035,0.20009118739669646,1.0,0.8785994183014401,4.390995064458466
2025-07-18T13:13:19.546864,21,1.9254176616668701,4.740385055541992,0.959047257900238,2.884464979171753,0.20231421808554967,1.0,0.8890676007350944,4.394488964369302
2025-07-18T13:13:49.731647,22,0.5796298980712891,4.453731536865234,0.897796094417572,1.4774260520935059,0.20158289302433738,1.0,0.8859732237084563,4.395081390094261
2025-07-18T13:14:16.209712,23,0.8228510618209839,4.840694427490234,0.9741183519363403,1.7969694137573242,0.20123524255863298,1.0,0.8853420020895816,4.399537520468221
2025-07-18T13:14:37.200717,24,0.7405267953872681,4.885141849517822,0.9803726077079773,1.7208993434906006,0.20068457444148025,1.0,0.8838938500225584,4.404393563758717
2025-07-18T13:15:02.222174,25,1.7117563486099243,4.585945129394531,0.9285655617713928,2.640321969985962,0.20248073954358534,1.0,0.8921724750084321,4.406209079415075
2025-07-18T13:15:24.253314,26,0.06830357760190964,4.822839260101318,0.9666003584861755,1.034903883934021,0.20042143981523183,1.0,0.8839337860343669,4.410375381221937
2025-07-18T13:16:24.995002,29,0.5940151214599609,4.6912617683410645,0.9365491271018982,1.530564308166504,0.19963693978375055,1.0,0.8810345993886228,4.413184245093128
2025-07-18T13:18:09.474914,1,1.9624786376953125,6.081552982330322,1.2243766784667969,3.1868553161621094,0.2013263265079003,1.0,0.8918490397716898,4.4298679324655
2025-07-18T13:18:37.528602,2,0.09060630947351456,4.729818344116211,0.9430434107780457,1.0336496829986572,0.19938259447622245,1.0,0.8838366124687081,4.432867436582008
